,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
351,I do wonder what CAN have happened to me!,i do wonder what can have happened to me!,41,0.0,0.0,-0.9901872873306274
352,"When I used to read fairy-tales, I fancied that kind of thing
never happened, and now here I am in the middle of one!","when i used to read fairy-tales, i fancied that kind of thing never happened, and now here i am in the middle of one!",117,0.0,0.3,0.9973222017288208
353,"There
ought to be a book written about me, that there ought!","there ought to be a book written about me, that there ought!",60,0.0,0.0,-0.9923692345619202
354,"And when
I grow up, I'll write one--but I'm grown up now,' she added in a
sorrowful tone; `at least there's no room to grow up any more
HERE.'","and when i grow up, i will write one--but i am grown up now,' she added in a sorrowful tone; 'at least there is no room to grow up any more here.",142,-0.6597,0.1,-0.9221164584159851
355,"`But then,' thought Alice, `shall I NEVER get any older than I
am now?","but then,' thought alice, 'shall i never get any older than i am now?",70,0.0,0.16666666666666666,-0.944901704788208
356,"That'll be a comfort, one way--never to be an old woman--
but then--always to have lessons to learn!","that will be a comfort, one way--never to be an old woman-- but then--always to have lessons to learn!",100,0.2598,0.125,0.9980248212814331
357,"Oh, I shouldn't like THAT!'","oh, i should not like that!",27,-0.3404,0.0,-0.9980936646461487
358,"`Oh, you foolish Alice!'","'oh, you foolish alice!'",24,-0.3382,0.0,-0.9936290383338928
359,she answered herself.,she answered herself.,21,0.0,0.0,0.998034656047821
360,"`How can you
learn lessons in here?",how can you learn lessons in here?,35,0.0,0.0,-0.9970925450325012
361,"Why, there's hardly room for YOU, and no
room at all for any lesson-books!'","why, there is hardly room for you, and no room at all for any lesson-books!",75,-0.3595,-0.36458333333333337,-0.999781608581543
362,"And so she went on, taking first one side and then the other,
and making quite a conversation of it altogether; but after a few
minutes she heard a voice outside, and stopped to listen.","and so she went on, taking first one side and then the other, and making quite a conversation of it altogether; but after a few minutes she heard a voice outside, and stopped to listen.",185,-0.3291,-0.018750000000000003,-0.9087570905685425
363,`Mary Ann!,mary ann!,10,0.0,0.0,0.9993076920509338
364,Mary Ann!',mary ann!,10,0.0,0.0,0.9993076920509338
365,said the voice.,said the voice.,15,0.0,0.0,0.9966183304786682
366,"`Fetch me my gloves
this moment!'",'fetch me my gloves this moment!',33,0.0,0.0,0.7516258358955383
367,"Then came a little pattering of feet on the
stairs.",then came a little pattering of feet on the stairs.,51,0.0,-0.1875,-0.9227858185768127
368,"Alice knew it was the Rabbit coming to look for her, and
she trembled till she shook the house, quite forgetting that she
was now about a thousand times as large as the Rabbit, and had no
reason to be afraid of it.","alice knew it was the rabbit coming to look for her, and she trembled till she shook the house, quite forgetting that she was now about a thousand times as large as the rabbit, and had no reason to be afraid of it.",214,-0.5719,-0.19285714285714284,-0.9979759454727173
369,"Presently the Rabbit came up to the door, and tried to open it;
but, as the door opened inwards, and Alice's elbow was pressed
hard against it, that attempt proved a failure.","presently the rabbit came up to the door, and tried to open it; but, as the door opened inwards, and alice's elbow was pressed hard against it, that attempt proved a failure.",174,-0.7227,-0.15208333333333335,-0.9994969367980957
370,"Alice heard it
say to itself `Then I'll go round and get in at the window.'",alice heard it say to itself 'then i will go round and get in at the window.',75,0.0,-0.2,-0.6600606441497803
371,"`THAT you won't' thought Alice, and, after waiting till she
fancied she heard the Rabbit just under the window, she suddenly
spread out her hand, and made a snatch in the air.","'that you will not' thought alice, and, after waiting till she fancied she heard the rabbit just under the window, she suddenly spread out her hand, and made a snatch in the air.",175,0.4939,0.0,0.997978150844574
372,"She did not
get hold of anything, but she heard a little shriek and a fall,
and a crash of broken glass, from which she concluded that it was
just possible it had fallen into a cucumber-frame, or something
of the sort.","she did not get hold of anything, but she heard a little shriek and a fall, and a crash of broken glass, from which she concluded that it was just possible it had fallen into a cucumber-frame, or something of the sort.",218,-0.899,-0.19583333333333333,-0.9995864629745483
373,Next came an angry voice--the Rabbit's--`Pat!,next came an angry voice--the rabbit's--'pat!,45,-0.5562,-0.3125,-0.9928372502326965
374,Pat!,pat!,4,0.0,0.0,-0.993175745010376
375,"Where are
you?'",where are you?,15,0.0,0.0,-0.9872767329216003
376,"And then a voice she had never heard before, `Sure then
I'm here!","and then a voice she had never heard before, 'sure then i am here!",65,-0.308,0.625,0.9995752573013306
377,"Digging for apples, yer honour!'","digging for apples, yer honour!",32,0.6114,0.0,0.978743314743042
378,"`Digging for apples, indeed!'","'digging for apples, indeed!'",29,0.0,0.0,0.7988814115524292
379,said the Rabbit angrily.,said the rabbit angrily.,24,-0.4215,-0.5,-0.997200071811676
380,`Here!,here!,6,0.0,0.0,0.999379575252533
381,Come and help me out of THIS!',come and help me out of this!,30,0.4574,0.0,0.965304434299469
382,(Sounds of more broken glass.),(sounds of more broken glass.),30,-0.5256,0.04999999999999999,-0.9990640878677368
383,"`Now tell me, Pat, what's that in the window?'","'now tell me, pat, what is that in the window?'",46,0.0,0.0,-0.99551922082901
384,"`Sure, it's an arm, yer honour!'","'sure, it is an arm, yer honour!'",32,0.7424,0.625,0.9992775321006775
385,(He pronounced it `arrum.'),(he pronounced it 'arrum.'),27,0.0,0.0,-0.9809480309486389
386,"`An arm, you goose!","an arm, you goose!",19,0.0,0.0,0.9965633153915405
387,Who ever saw one that size?,who ever saw one that size?,27,0.0,0.0,-0.952214241027832
388,"Why, it
fills the whole window!'","why, it fills the whole window!",32,0.0,0.25,0.9946112036705017
389,"`Sure, it does, yer honour:  but it's an arm for all that.'","'sure, it does, yer honour: but it is an arm for all that.'",59,0.4588,0.5,0.9953227043151855
390,"`Well, it's got no business there, at any rate:  go and take it
away!'","'well, it is got no business there, at any rate: go and take it away!'",70,-0.1007,0.0,-0.9987662434577942
391,"There was a long silence after this, and Alice could only hear
whispers now and then; such as, `Sure, I don't like it, yer
honour, at all, at all!'","there was a long silence after this, and alice could only hear whispers now and then; such as, 'sure, i do not like it, yer honour, at all, at all!'",147,0.6348,0.14375,-0.9961809515953064
392,"`Do as I tell you, you coward!'","'do as i tell you, you coward!'",31,-0.5093,0.0,-0.99884432554245
393,"and at
last she spread out her hand again, and made another snatch in
the air.","and at last she spread out her hand again, and made another snatch in the air.",78,0.4939,0.0,0.9960870742797852
394,"This time there were TWO little shrieks, and more
sounds of broken glass.","this time there were two little shrieks, and more sounds of broken glass.",73,-0.5209,-0.029166666666666674,-0.9989084005355835
395,"`What a number of cucumber-frames there
must be!'",'what a number of cucumber-frames there must be!',49,0.1511,0.0,-0.9645524621009827
396,thought Alice.,thought alice.,14,0.0,0.0,0.9981398582458496
397,`I wonder what they'll do next!,i wonder what they will do next!,31,0.0,0.0,0.9937467575073242
398,"As for
pulling me out of the window, I only wish they COULD!","as for pulling me out of the window, i only wish they could!",60,0.4574,0.0,-0.9720603227615356
399,"I'm sure I
don't want to stay in here any longer!'",i am sure i do not want to stay in here any longer!,50,0.3335,0.625,-0.9988057613372803
400,"She waited for some time without hearing anything more:  at
last came a rumbling of little cartwheels, and the sound of a
good many voices all talking together:  she made out the words:
`Where's the other ladder?--Why, I hadn't to bring but one;
Bill's got the other--Bill!","she waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the sound of a good many voices all talking together: she made out the words: 'where is the other ladder?--why, i had not to bring but one; bill's got the other--bill!",273,0.3054,0.25089285714285714,-0.9623818397521973
401,"fetch it here, lad!--Here, put 'em up
at this corner--No, tie 'em together first--they don't reach half
high enough yet--Oh!","fetch it here, lad!--here, put them up at this corner--no, tie them together first--they do not reach half high enough yet--oh!",124,-0.1675,-0.002222222222222218,-0.9980505108833313
402,"they'll do well enough; don't be particular--
Here, Bill!","they will do well enough; do not be particular-- here, bill!",57,0.3382,0.10416666666666666,0.9936684370040894
403,"catch hold of this rope--Will the roof bear?--Mind
that loose slate--Oh, it's coming down!","catch hold of this rope--will the roof bear?--mind that loose slate--oh, it is coming down!",90,-0.3802,-0.1356837606837607,-0.9986633658409119
404,Heads below!',heads below!,13,0.0,0.0,-0.9597097039222717
405,"(a loud
crash)--`Now, who did that?--It was Bill, I fancy--Who's to go
down the chimney?--Nay, I shan't!","(a loud crash)--'now, who did that?--it was bill, i fancy--who is to go down the chimney?--nay, i shall not!",104,0.0,-0.047222222222222235,-0.9982211589813232
406,"YOU do it!--That I won't,
then!--Bill's to go down--Here, Bill!","you do it!--that i will not, then!--bill's to go down--here, bill!",63,0.0,0.0,0.9977425336837769
407,"the master says you're to
go down the chimney!'",the master says you are to go down the chimney!,47,0.0,-0.19444444444444448,0.7159968614578247
408,`Oh!,oh!,4,0.0,0.0,0.9987006783485413
409,"So Bill's got to come down the chimney, has he?'","so bill's got to come down the chimney, has he?'",48,0.0,-0.15555555555555559,-0.998349666595459
410,"said
Alice to herself.",said alice to herself.,22,0.0,0.0,0.992777407169342
411,"`Shy, they seem to put everything upon Bill!","shy, they seem to put everything upon bill!",44,-0.3164,-0.625,0.9825565218925476
412,"I wouldn't be in Bill's place for a good deal:  this fireplace is
narrow, to be sure; but I THINK I can kick a little!'","i would not be in bill's place for a good deal: this fireplace is narrow, to be sure; but i think i can kick a little!'",119,0.4389,0.19140625,-0.9802427291870117
413,"She drew her foot as far down the chimney as she could, and
waited till she heard a little animal (she couldn't guess of what
sort it was) scratching and scrambling about in the chimney close
above her:  then, saying to herself `This is Bill,' she gave one
sharp kick, and waited to see what would happen next.","she drew her foot as far down the chimney as she could, and waited till she heard a little animal (she could not guess of what sort it was) scratching and scrambling about in the chimney close above her: then, saying to herself 'this is bill,' she gave one sharp kick, and waited to see what would happen next.",310,0.0,-0.061342592592592594,-0.988128125667572
414,"The first thing she heard was a general chorus of `There goes
Bill!'",the first thing she heard was a general chorus of 'there goes bill!',68,0.0,0.15625,-0.9876042604446411
415,"then the Rabbit's voice along--`Catch him, you by the
hedge!'","then the rabbit's voice along--'catch him, you by the hedge!",61,0.0,0.0,0.9990845322608948
416,"then silence, and then another confusion of voices--`Hold
up his head--Brandy now--Don't choke him--How was it, old fellow?","then silence, and then another confusion of voices--'hold up his head--brandy now--do not choke him--how was it, old fellow?",123,0.1655,0.1,-0.8562179207801819
417,What happened to you?,what happened to you?,21,0.0,0.0,-0.9981192946434021
418,Tell us all about it!',tell us all about it!,22,0.0,0.0,0.9995430707931519
419,"Last came a little feeble, squeaking voice, (`That's Bill,'
thought Alice,) `Well, I hardly know--No more, thank ye; I'm
better now--but I'm a deal too flustered to tell you--all I know
is, something comes at me like a Jack-in-the-box, and up I goes
like a sky-rocket!'","last came a little feeble, squeaking voice, ('that is bill,' thought alice,) 'well, i hardly know--no more, thank ye; i am better now--but i am a deal too flustered to tell you--all i know is, something comes at me like a jack-in-the-box, and up i goes like a sky-rocket!'",269,0.8366,0.024305555555555542,-0.9432210326194763
420,"`So you did, old fellow!'","'so you did, old fellow!'",25,0.0,0.125,0.9948585033416748
421,said the others.,said the others.,16,0.0,0.0,0.9926501512527466
422,`We must burn the house down!','we must burn the house down!',30,0.0,-0.19444444444444448,-0.999656617641449
423,"said the Rabbit's voice; and
Alice called out as loud as she could, `If you do.","said the rabbit's voice; and alice called out as loud as she could, 'if you do.",79,0.0,0.1,0.9468415975570679
424,"I'll set
Dinah at you!'",i will set dinah at you!,23,0.0,0.0,0.9952305555343628
425,"There was a dead silence instantly, and Alice thought to
herself, `I wonder what they WILL do next!","there was a dead silence instantly, and alice thought to herself, 'i wonder what they will do next!",99,-0.68,-0.06666666666666667,-0.5432423949241638
426,"If they had any
sense, they'd take the roof off.'","if they had any sense, they would take the roof off.",49,0.0,0.0,-0.9990308284759521
427,"After a minute or two, they
began moving about again, and Alice heard the Rabbit say, `A
barrowful will do, to begin with.'","after a minute or two, they began moving about again, and alice heard the rabbit say, 'a barrowful will do, to begin with.'",123,0.0,0.0,0.6717455983161926
428,`A barrowful of WHAT?','a barrowful of what?',22,0.0,0.0,-0.9972614645957947
429,"thought Alice; but she had not long to
doubt, for the next moment a shower of little pebbles came
rattling in at the window, and some of them hit her in the face.","thought alice; but she had not long to doubt, for the next moment a shower of little pebbles came rattling in at the window, and some of them hit her in the face.",162,0.395,-0.05416666666666667,-0.988412082195282
430,"`I'll put a stop to this,' she said to herself, and shouted out,
`You'd better not do that again!'","'i will put a stop to this,' she said to herself, and shouted out, 'you would better not do that again!'",98,0.2481,0.625,-0.9988665580749512
431,"which produced another dead
silence.",which produced another dead silence.,36,-0.6486,-0.2,-0.998426079750061
432,"Alice noticed with some surprise that the pebbles were all
turning into little cakes as they lay on the floor, and a bright
idea came into her head.","alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor, and a bright idea came into her head.",148,0.6124,0.25625000000000003,0.9952659606933594
433,"`If I eat one of these cakes,' she
thought, `it's sure to make SOME change in my size; and as it
can't possibly make me larger, it must make me smaller, I
suppose.'","'if i eat one of these cakes,' she thought, 'it is sure to make some change in my size; and as it cannot possibly make me larger, it must make me smaller, i suppose.'",164,0.3182,0.125,-0.9705461263656616
434,"So she swallowed one of the cakes, and was delighted to find
that she began shrinking directly.","so she swallowed one of the cakes, and was delighted to find that she began shrinking directly.",95,0.5106,0.39999999999999997,0.9153788089752197
435,"As soon as she was small
enough to get through the door, she ran out of the house, and
found quite a crowd of little animals and birds waiting outside.","as soon as she was small enough to get through the door, she ran out of the house, and found quite a crowd of little animals and birds waiting outside.",151,0.0,-0.109375,0.9600086212158203
436,"The poor little Lizard, Bill, was in the middle, being held up by
two guinea-pigs, who were giving it something out of a bottle.","the poor little lizard, bill, was in the middle, being held up by two guinea-pigs, who were giving it something out of a bottle.",128,-0.1779,-0.19583333333333333,-0.9945175647735596
437,"They all made a rush at Alice the moment she appeared; but she
ran off as hard as she could, and soon found herself safe in a
thick wood.","they all made a rush at alice the moment she appeared; but she ran off as hard as she could, and soon found herself safe in a thick wood.",137,0.5023,-0.030555555555555575,0.894975483417511
438,"`The first thing I've got to do,' said Alice to herself, as she
wandered about in the wood, `is to grow to my right size again;
and the second thing is to find my way into that lovely garden.","the first thing i have got to do,' said alice to herself, as she wandered about in the wood, 'is to grow to my right size again; and the second thing is to find my way into that lovely garden.",191,0.5859,0.2589285714285714,0.9996801614761353
439,I think that will be the best plan.',i think that will be the best plan.,36,0.6369,1.0,0.9972550868988037
440,"It sounded an excellent plan, no doubt, and very neatly and
simply arranged; the only difficulty was, that she had not the
smallest idea how to set about it; and while she was peering
about anxiously among the trees, a little sharp bark just over
her head made her look up in a great hurry.","it sounded an excellent plan, no doubt, and very neatly and simply arranged; the only difficulty was, that she had not the smallest idea how to set about it; and while she was peering about anxiously among the trees, a little sharp bark just over her head made her look up in a great hurry.",290,0.852,0.1796875,-0.9810793995857239
441,"An enormous puppy was looking down at her with large round
eyes, and feebly stretching out one paw, trying to touch her.","an enormous puppy was looking down at her with large round eyes, and feebly stretching out one paw, trying to touch her.",120,0.0,-0.12825396825396826,0.9795958399772644
442,`Poor little thing!','poor little thing!',20,-0.5255,-0.3171875,-0.9953237771987915
443,"said Alice, in a coaxing tone, and she tried
hard to whistle to it; but she was terribly frightened all the
time at the thought that it might be hungry, in which case it
would be very likely to eat her up in spite of all her coaxing.","said alice, in a coaxing tone, and she tried hard to whistle to it; but she was terribly frightened all the time at the thought that it might be hungry, in which case it would be very likely to eat her up in spite of all her coaxing.",233,-0.9387,-0.4305555555555556,-0.9624340534210205
444,"Hardly knowing what she did, she picked up a little bit of
stick, and held it out to the puppy; whereupon the puppy jumped
into the air off all its feet at once, with a yelp of delight,
and rushed at the stick, and made believe to worry it; then Alice
dodged behind a great thistle, to keep herself from being run
over; and the moment she appeared on the other side, the puppy
made another rush at the stick, and tumbled head over heels in
its hurry to get hold of it; then Alice, thinking it was very
like having a game of play with a cart-horse, and expecting every
moment to be trampled under its feet, ran round the thistle
again; then the puppy began a series of short charges at the
stick, running a very little way forwards each time and a long
way back, and barking hoarsely all the while, till at last it sat
down a good way off, panting, with its tongue hanging out of its
mouth, and its great eyes half shut.","hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at the stick, and made believe to worry it; then alice dodged behind a great thistle, to keep herself from being run over; and the moment she appeared on the other side, the puppy made another rush at the stick, and tumbled head over heels in its hurry to get hold of it; then alice, thinking it was very like having a game of play with a cart-horse, and expecting every moment to be trampled under its feet, ran round the thistle again; then the puppy began a series of short charges at the stick, running a very little way forwards each time and a long way back, and barking hoarsely all the while, till at last it sat down a good way off, panting, with its tongue hanging out of its mouth, and its great eyes half shut.",919,0.945,0.01646241830065359,-0.989199697971344
445,"This seemed to Alice a good opportunity for making her escape;
so she set off at once, and ran till she was quite tired and out
of breath, and till the puppy's bark sounded quite faint in the
distance.","this seemed to alice a good opportunity for making her escape; so she set off at once, and ran till she was quite tired and out of breath, and till the puppy's bark sounded quite faint in the distance.",201,0.4951,-0.0666666666666667,-0.9958575963973999
446,`And yet what a dear little puppy it was!','and yet what a dear little puppy it was!',42,0.4389,-0.234375,0.968582034111023
447,"said Alice, as she
leant against a buttercup to rest herself, and fanned herself
with one of the leaves:  `I should have liked teaching it tricks
very much, if--if I'd only been the right size to do it!","said alice, as she leant against a buttercup to rest herself, and fanned herself with one of the leaves: 'i should have liked teaching it tricks very much, if--if i would only been the right size to do it!",202,0.3802,0.30428571428571427,0.9882736206054688
448,"Oh
dear!",oh dear!,8,0.4389,0.0,0.9983845949172974
449,I'd nearly forgotten that I've got to grow up again!,i would nearly forgotten that i have got to grow up again!,52,-0.2942,0.125,0.5236319899559021
450,"Let
me see--how IS it to be managed?",let me see--how is it to be managed?,36,0.0,0.0,-0.9980511665344238
451,"I suppose I ought to eat or
drink something or other; but the great question is, what?'","i suppose i ought to eat or drink something or other; but the great question is, what?",87,0.7684,0.3375,-0.9937646389007568
452,"The great question certainly was, what?","the great question certainly was, what?",39,0.7579,0.5071428571428571,-0.9486734867095947
453,"Alice looked all round
her at the flowers and the blades of grass, but she did not see
anything that looked like the right thing to eat or drink under
the circumstances.","alice looked all round her at the flowers and the blades of grass, but she did not see anything that looked like the right thing to eat or drink under the circumstances.",169,0.5023,0.042857142857142844,-0.9929988384246826
454,"There was a large mushroom growing near her,
about the same height as herself; and when she had looked under
it, and on both sides of it, and behind it, it occurred to her
that she might as well look and see what was on the top of it.","there was a large mushroom growing near her, about the same height as herself; and when she had looked under it, and on both sides of it, and behind it, it occurred to her that she might as well look and see what was on the top of it.",234,0.5574,0.08285714285714285,-0.5807658433914185
455,"She stretched herself up on tiptoe, and peeped over the edge of
the mushroom, and her eyes immediately met those of a large
caterpillar, that was sitting on the top with its arms folded,
quietly smoking a long hookah, and taking not the smallest notice
of her or of anything else.","she stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large caterpillar, that was sitting on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.",280,0.2023,0.12285714285714285,-0.9906263947486877
456,"CHAPTER V

                    Advice from a Caterpillar


  The Caterpillar and Alice looked at each other for some time in
silence:  at last the Caterpillar took the hookah out of its
mouth, and addressed her in a languid, sleepy voice.","chapter v advice from a caterpillar the caterpillar and alice looked at each other for some time in silence: at last the caterpillar took the hookah out of its mouth, and addressed her in a languid, sleepy voice.",238,0.0,-0.0625,0.9775833487510681
457,`Who are YOU?','who are you?',14,0.0,0.0,-0.9963864088058472
458,said the Caterpillar.,said the caterpillar.,21,0.0,0.0,0.9631558060646057
459,This was not an encouraging opening for a conversation.,this was not an encouraging opening for a conversation.,55,-0.4168,0.0,-0.999803364276886
460,"Alice
replied, rather shyly, `I--I hardly know, sir, just at present--
at least I know who I WAS when I got up this morning, but I think
I must have been changed several times since then.'","alice replied, rather shyly, 'i--i hardly know, sir, just at present-- at least i know who i was when i got up this morning, but i think i must have been changed several times since then.'",188,-0.09,-0.14791666666666667,-0.9963514804840088
461,`What do you mean by that?','what do you mean by that?',27,0.0,-0.3125,-0.981889545917511
462,said the Caterpillar sternly.,said the caterpillar sternly.,29,0.0,0.0,-0.9415286779403687
463,`Explain yourself!','explain yourself!',19,0.0,0.0,-0.9776254892349243
464,"`I can't explain MYSELF, I'm afraid, sir' said Alice, `because
I'm not myself, you see.'","'i cannot explain myself, i am afraid, sir' said alice, 'because i am not myself, you see.'",88,0.0,-0.6,-0.991534948348999
465,"`I don't see,' said the Caterpillar.","'i do not see,' said the caterpillar.",36,0.0,0.0,-0.9940195083618164
466,"`I'm afraid I can't put it more clearly,' Alice replied very
politely, `for I can't understand it myself to begin with; and
being so many different sizes in a day is very confusing.'","'i am afraid i cannot put it more clearly,' alice replied very politely, 'for i cannot understand it myself to begin with; and being so many different sizes in a day is very confusing.'",182,0.2023,0.044285714285714296,-0.9964300990104675
467,"`It isn't,' said the Caterpillar.","'it is not,' said the caterpillar.",33,0.0,0.0,-0.9976912140846252
468,"`Well, perhaps you haven't found it so yet,' said Alice; `but
when you have to turn into a chrysalis--you will some day, you
know--and then after that into a butterfly, I should think you'll
feel it a little queer, won't you?'","'well, perhaps you have not found it so yet,' said alice; 'but when you have to turn into a chrysalis--you will some day, you know--and then after that into a butterfly, i should think you will feel it a little queer, will not you?'",226,0.1406,-0.1875,-0.9891601800918579
469,"`Not a bit,' said the Caterpillar.","'not a bit,' said the caterpillar.",34,0.0,0.0,-0.9681482911109924
470,"`Well, perhaps your feelings may be different,' said Alice;
`all I know is, it would feel very queer to ME.'","'well, perhaps your feelings may be different,' said alice; 'all i know is, it would feel very queer to me.'",108,0.2732,0.1,-0.9948577284812927
471,`You!','you!',6,0.0,0.0,0.9997804760932922
472,said the Caterpillar contemptuously.,said the caterpillar contemptuously.,36,-0.5267,0.0,-0.989048182964325
473,`Who are YOU?','who are you?',14,0.0,0.0,-0.9963864088058472
474,"Which brought them back again to the beginning of the
conversation.",which brought them back again to the beginning of the conversation.,67,0.0,0.0,0.9981797933578491
475,"Alice felt a little irritated at the Caterpillar's
making such VERY short remarks, and she drew herself up and said,
very gravely, `I think, you ought to tell me who YOU are, first.'","alice felt a little irritated at the caterpillar's making such very short remarks, and she drew herself up and said, very gravely, 'i think, you ought to tell me who you are, first.",182,-0.6705,0.052500000000000005,-0.9741771221160889
476,`Why?','why?',6,0.0,0.0,-0.9955021739006042
477,said the Caterpillar.,said the caterpillar.,21,0.0,0.0,0.9631558060646057
478,"Here was another puzzling question; and as Alice could not
think of any good reason, and as the Caterpillar seemed to be in
a VERY unpleasant state of mind, she turned away.","here was another puzzling question; and as alice could not think of any good reason, and as the caterpillar seemed to be in a very unpleasant state of mind, she turned away.",173,-0.1263,-0.07249999999999995,-0.9992449283599854
479,`Come back!','come back!',12,0.0,0.0,0.9907770752906799
480,the Caterpillar called after her.,the caterpillar called after her.,33,0.0,0.0,0.899980902671814
481,"`I've something
important to say!'",'i have something important to say!',34,0.2714,0.5,0.9994364380836487
482,"This sounded promising, certainly:  Alice turned and came back
again.","this sounded promising, certainly: alice turned and came back again.",69,0.6249,0.13809523809523808,0.9979720711708069
483,"`Keep your temper,' said the Caterpillar.","'keep your temper,' said the caterpillar.",41,-0.4215,0.0,0.6474061012268066
484,`Is that all?','is that all?',14,0.0,0.0,-0.9856277108192444
485,"said Alice, swallowing down her anger as well as
she could.","said alice, swallowing down her anger as well as she could.",59,-0.3818,-0.42777777777777776,0.8874185085296631
486,"`No,' said the Caterpillar.","'no,' said the caterpillar.",27,0.0,0.0,-0.9904175400733948
487,"Alice thought she might as well wait, as she had nothing else
to do, and perhaps after all it might tell her something worth
hearing.","alice thought she might as well wait, as she had nothing else to do, and perhaps after all it might tell her something worth hearing.",133,0.4588,0.3,0.6451715230941772
488,"For some minutes it puffed away without speaking, but
at last it unfolded its arms, took the hookah out of its mouth
again, and said, `So you think you're changed, do you?'","for some minutes it puffed away without speaking, but at last it unfolded its arms, took the hookah out of its mouth again, and said, 'so you think you are changed, do you?'",172,0.0,0.0,0.9089038968086243
489,"`I'm afraid I am, sir,' said Alice; `I can't remember things as
I used--and I don't keep the same size for ten minutes together!'","'i am afraid i am, sir,' said alice; 'i cannot remember things as i used--and i do not keep the same size for ten minutes together!'",129,0.0,-0.19999999999999998,-0.9971268177032471
490,`Can't remember WHAT things?','cannot remember what things?',29,0.0,0.0,-0.9986828565597534
491,said the Caterpillar.,said the caterpillar.,21,0.0,0.0,0.9631558060646057
492,"`Well, I've tried to say ""HOW DOTH THE LITTLE BUSY BEE,"" but it
all came different!'","'well, i have tried to say ""how doth the little busy bee,"" but it all came different!'",84,0.2124,-0.029166666666666664,-0.9052343368530273
493,Alice replied in a very melancholy voice.,alice replied in a very melancholy voice.,41,-0.4927,0.2,0.7848918437957764
494,"`Repeat, ""YOU ARE OLD, FATHER WILLIAM,""' said the Caterpillar.","'repeat, ""you are old, father william,""' said the caterpillar.",62,0.0,0.1,-0.9931142926216125
495,"Alice folded her hands, and began:--

    `You are old, Father William,' the young man said,
      `And your hair has become very white;
    And yet you incessantly stand on your head--
      Do you think, at your age, it is right?'","alice folded her hands, and began:-- 'you are old, father william,' the young man said, 'and your hair has become very white; and yet you incessantly stand on your head-- do you think, at your age, it is right?'",232,0.0,0.12142857142857143,-0.7821598052978516
496,"`In my youth,' Father William replied to his son,
      `I feared it might injure the brain;
    But, now that I'm perfectly sure I have none,
      Why, I do it again and again.'","'in my youth,' father william replied to his son, 'i feared it might injure the brain; but, now that i am perfectly sure i have none, why, i do it again and again.'",179,0.8248,0.5,-0.9145282506942749
497,"`You are old,' said the youth, `as I mentioned before,
      And have grown most uncommonly fat;
    Yet you turned a back-somersault in at the door--
      Pray, what is the reason of that?'","'you are old,' said the youth, 'as i mentioned before, and have grown most uncommonly fat; yet you turned a back-somersault in at the door-- pray, what is the reason of that?'",191,0.3182,0.4666666666666666,-0.992861807346344
498,"`In my youth,' said the sage, as he shook his grey locks,
      `I kept all my limbs very supple
    By the use of this ointment--one shilling the box--
      Allow me to sell you a couple?'","'in my youth,' said the sage, as he shook his grey locks, 'i kept all my limbs very supple by the use of this ointment--one shilling the box-- allow me to sell you a couple?'",190,0.1779,0.07500000000000001,-0.9570045471191406
499,"`You are old,' said the youth, `and your jaws are too weak
      For anything tougher than suet;
    Yet you finished the goose, with the bones and the beak--
      Pray how did you manage to do it?'","'you are old,' said the youth, 'and your jaws are too weak for anything tougher than suet; yet you finished the goose, with the bones and the beak-- pray how did you manage to do it?'",199,0.0258,-0.1375,-0.9938675165176392
500,"`In my youth,' said his father, `I took to the law,
      And argued each case with my wife;
    And the muscular strength, which it gave to my jaw,
      Has lasted the rest of my life.'","'in my youth,' said his father, 'i took to the law, and argued each case with my wife; and the muscular strength, which it gave to my jaw, has lasted the rest of my life.'",187,0.1779,0.0,0.9996519684791565
501,"`You are old,' said the youth, `one would hardly suppose
      That your eye was as steady as ever;
    Yet you balanced an eel on the end of your nose--
      What made you so awfully clever?'","'you are old,' said the youth, 'one would hardly suppose that your eye was as steady as ever; yet you balanced an eel on the end of your nose-- what made you so awfully clever?'",193,0.5531,0.03541666666666666,0.9713255167007446
502,"`I have answered three questions, and that is enough,'
      Said his father; `don't give yourself airs!","i have answered three questions, and that is enough,' said his father; 'do not give yourself airs!",104,0.0,0.0,-0.9659311175346375
503,Do you think I can listen all day to such stuff?,do you think i can listen all day to such stuff?,48,0.0,0.0,0.9791390299797058
504,"Be off, or I'll kick you down stairs!'","be off, or i will kick you down stairs!",38,0.0,-0.19444444444444448,-0.9974701404571533
505,"`That is not said right,' said the Caterpillar.","'that is not said right,' said the caterpillar.",47,0.0,0.2857142857142857,-0.9997373223304749
506,"`Not QUITE right, I'm afraid,' said Alice, timidly; `some of the
words have got altered.'","'not quite right, i am afraid,' said alice, timidly; 'some of the words have got altered.'",89,-0.1779,-0.15714285714285714,-0.99906325340271
507,"`It is wrong from beginning to end,' said the Caterpillar
decidedly, and there was silence for some minutes.","'it is wrong from beginning to end,' said the caterpillar decidedly, and there was silence for some minutes.",108,-0.4767,-0.5,-0.999075710773468
